trial	TP	TN	FP	FN	prec	sens	errorRate	AUC	algo
26	13	490	3	32	0.8125	0.288888888888889	0.0650557620817844	0.944421906693712	gbm.id1.cv3
26	15	490	3	30	0.833333333333333	0.333333333333333	0.0613382899628253	0.933243182330403	gbm.id2.cv3
26	14	490	3	31	0.823529411764706	0.311111111111111	0.0631970260223048	0.929231462700022	gbm.id3.cv3
26	14	489	4	31	0.777777777777778	0.311111111111111	0.0650557620817844	0.924002704530088	gbm.id4.cv3
26	13	490	3	32	0.8125	0.288888888888889	0.0650557620817844	0.936511156186613	gbm.id1.cv3.top5
26	13	490	3	32	0.8125	0.288888888888889	0.0650557620817844	0.93630831643002	gbm.id2.cv3.top5
26	14	490	3	31	0.823529411764706	0.311111111111111	0.0631970260223048	0.929186387198557	gbm.id3.cv3.top5
26	15	489	4	30	0.789473684210526	0.333333333333333	0.0631970260223048	0.93367139959432	gbm.id4.cv3.top5
27	20	480	11	27	0.645161290322581	0.425531914893617	0.0706319702602231	0.889023703254322	gbm.id1.cv3
27	22	479	12	25	0.647058823529412	0.468085106382979	0.0687732342007435	0.899315335615548	gbm.id2.cv3
27	21	480	11	26	0.65625	0.446808510638298	0.0687732342007435	0.895935346882177	gbm.id3.cv3
27	23	479	12	24	0.657142857142857	0.48936170212766	0.0669144981412639	0.893097023009923	gbm.id4.cv3
27	21	479	12	26	0.636363636363636	0.446808510638298	0.0706319702602231	0.90436365212116	gbm.id1.cv3.top5
27	22	481	10	25	0.6875	0.468085106382979	0.0650557620817844	0.900961996793344	gbm.id2.cv3.top5
27	21	480	11	26	0.65625	0.446808510638298	0.0687732342007435	0.89992200026	gbm.id3.cv3.top5
27	21	481	10	26	0.67741935483871	0.446808510638298	0.0669144981412639	0.903475321748928	gbm.id4.cv3.top5
28	22	480	6	30	0.785714285714286	0.423076923076923	0.0669144981412639	0.930674264007597	gbm.id1.cv3
28	26	479	7	26	0.787878787878788	0.5	0.0613382899628253	0.936431623931624	gbm.id2.cv3
28	26	479	7	26	0.787878787878788	0.5	0.0613382899628253	0.930792972459639	gbm.id3.cv3
28	26	478	8	26	0.764705882352941	0.5	0.0631970260223048	0.924362931307376	gbm.id4.cv3
28	21	481	5	31	0.807692307692308	0.403846153846154	0.0669144981412639	0.933266065210509	gbm.id1.cv3.top5
28	24	479	7	28	0.774193548387097	0.461538461538462	0.0650557620817844	0.934552073440962	gbm.id2.cv3.top5
28	24	482	4	28	0.857142857142857	0.461538461538462	0.0594795539033457	0.944681861348528	gbm.id3.cv3.top5
28	26	480	6	26	0.8125	0.5	0.0594795539033457	0.936233776511554	gbm.id4.cv3.top5
29	16	487	2	33	0.888888888888889	0.326530612244898	0.0650557620817844	0.943512374274864	gbm.id1.cv3
29	20	484	5	29	0.8	0.408163265306122	0.0631970260223048	0.938379032594634	gbm.id2.cv3
29	16	486	3	33	0.842105263157895	0.326530612244898	0.0669144981412639	0.952172279954927	gbm.id3.cv3
29	20	485	4	29	0.833333333333333	0.408163265306122	0.0613382899628253	0.946266850298403	gbm.id4.cv3
29	16	487	2	33	0.888888888888889	0.326530612244898	0.0650557620817844	0.943554108760069	gbm.id1.cv3.top5
29	19	487	2	30	0.904761904761905	0.387755102040816	0.0594795539033457	0.95129585576562	gbm.id2.cv3.top5
29	19	487	2	30	0.904761904761905	0.387755102040816	0.0594795539033457	0.9454321605943	gbm.id3.cv3.top5
29	20	484	5	29	0.8	0.408163265306122	0.0631970260223048	0.94405492258253	gbm.id4.cv3.top5
30	20	482	11	25	0.645161290322581	0.444444444444444	0.0669144981412639	0.890196078431373	gbm.id1.cv3
30	19	482	11	26	0.633333333333333	0.422222222222222	0.0687732342007435	0.892472391255353	gbm.id2.cv3
30	20	481	12	25	0.625	0.444444444444444	0.0687732342007435	0.89544737435204	gbm.id3.cv3
30	20	481	12	25	0.625	0.444444444444444	0.0687732342007435	0.890015776425513	gbm.id4.cv3
30	21	478	15	24	0.583333333333333	0.466666666666667	0.0724907063197026	0.892247013748028	gbm.id1.cv3.top5
30	19	482	11	26	0.633333333333333	0.422222222222222	0.0687732342007435	0.884065810232139	gbm.id2.cv3.top5
30	21	480	13	24	0.617647058823529	0.466666666666667	0.0687732342007435	0.886725264818571	gbm.id3.cv3.top5
30	20	480	13	25	0.606060606060606	0.444444444444444	0.0706319702602231	0.891029975208474	gbm.id4.cv3.top5
